Energy(eV)   DOS
4.5721382054 0.5171150769
4.5906372503 0.6455724780
4.6091362952 0.7985249761
4.6276353401 0.9786281225
4.6461343851 1.1883177088
4.6646334300 1.4296612193
4.6831324749 1.7041954223
4.7016315198 2.0127569836
4.7201305648 2.3553149032
4.7386296097 2.7308151785
4.7571286546 3.1370491725
4.7756276995 3.5705575259
4.7941267445 4.0265809342
4.8126257894 4.4990676277
4.8311248343 4.9807449111
4.8496238792 5.4632587328
4.8681229242 5.9373811242
4.8866219691 6.3932807537
4.9051210140 6.8208471191
4.9236200589 7.2100544524
4.9421191039 7.5513476345
4.9606181488 7.8360296997
4.9791171937 8.0566291417
4.9976162387 8.2072254316
5.0161152836 8.2837129720
5.0346143285 8.2839870671
5.0531133734 8.2080401512
5.0716124184 8.0579621360
5.0901114633 7.8378448534
5.1086105082 7.5535966924
5.1271095531 7.2126791499
5.1456085981 6.8237816863
5.1641076430 6.3964546431
5.1826066879 5.9407218050
5.2011057328 5.4666943983
5.2196047778 4.9842069622
5.2381038227 4.5024928172
5.2566028676 4.0299130882
5.2751019125 3.5737487903
5.2936009575 3.1400607684
5.3121000024 2.7336176792
5.3305990473 2.3578880764
5.3490980922 2.0150892592
5.3675971372 1.7062830641
5.3860961821 1.4315072842
5.4045952270 1.1899308784
5.4230942719 0.9800214850
5.4415933169 0.7997148292
5.4600923618 0.6465772085
5.4785914067 0.5179541589
5.4970904516 0.4111004455
5.5155894966 0.3232885031
5.5340885415 0.2518942554
5.5525875864 0.1944607500
5.5710866313 0.1487412202
5.5895856763 0.1127240057
5.6080847212 0.0846422456
5.6265837661 0.0629714408
5.6450828111 0.0464179305
5.6635818560 0.0339010858
5.6820809009 0.0245316710
5.7005799458 0.0175884005
5.7190789908 0.0124942805
5.7375780357 0.0087939065
5.7560770806 0.0061325081
5.7745761255 0.0042372111
5.7930751705 0.0029007331
5.8115742154 0.0019675289
5.8300732603 0.0013222701
5.8485723052 0.0008804504
5.8670713502 0.0005808652
5.8855703951 0.0003796920
5.9040694400 0.0002459083
5.9225684849 0.0001577977
5.9410675299 0.0001003261
5.9595665748 0.0000631994
5.9780656197 0.0000394455
5.9965646646 0.0000243931
6.0150637096 0.0000149460
6.0335627545 0.0000090733
6.0520617994 0.0000054575
6.0705608443 0.0000032524
6.0890598893 0.0000019205
6.1075589342 0.0000011235
6.1260579791 0.0000006513
6.1445570240 0.0000003740
6.1630560690 0.0000002128
6.1815551139 0.0000001200
6.2000541588 0.0000000670
6.2185532037 0.0000000371
6.2370522487 0.0000000203
6.2555512936 0.0000000111
6.2740503385 0.0000000060
6.2925493835 0.0000000032
6.3110484284 0.0000000017
6.3295474733 0.0000000009
6.3480465182 0.0000000005
6.3665455632 0.0000000002
6.3850446081 0.0000000001
6.4035436530 0.0000000001
6.4220426979 0.0000000000
6.4405417429 0.0000000000
6.4590407878 0.0000000000
6.4775398327 0.0000000000
6.4960388776 0.0000000000
6.5145379226 0.0000000000
6.5330369675 0.0000000000
6.5515360124 0.0000000000
6.5700350573 0.0000000000
6.5885341023 0.0000000000
6.6070331472 0.0000000000
6.6255321921 0.0000000000
6.6440312370 0.0000000000
6.6625302820 0.0000000000
6.6810293269 0.0000000000
6.6995283718 0.0000000000
6.7180274167 0.0000000000
6.7365264617 0.0000000000
6.7550255066 0.0000000000
6.7735245515 0.0000000000
6.7920235964 0.0000000000
6.8105226414 0.0000000000
6.8290216863 0.0000000000
6.8475207312 0.0000000000
6.8660197761 0.0000000000
6.8845188211 0.0000000000
6.9030178660 0.0000000000
6.9215169109 0.0000000000
6.9400159558 0.0000000000
6.9585150008 0.0000000000
6.9770140457 0.0000000000
6.9955130906 0.0000000000
7.0140121356 0.0000000000
7.0325111805 0.0000000000
7.0510102254 0.0000000000
7.0695092703 0.0000000000
7.0880083153 0.0000000000
7.1065073602 0.0000000000
7.1250064051 0.0000000000
7.1435054500 0.0000000000
7.1620044950 0.0000000000
7.1805035399 0.0000000000
7.1990025848 0.0000000000
7.2175016297 0.0000000000
7.2360006747 0.0000000000
7.2544997196 0.0000000000
7.2729987645 0.0000000000
7.2914978094 0.0000000000
7.3099968544 0.0000000000
7.3284958993 0.0000000000
7.3469949442 0.0000000000
7.3654939891 0.0000000000
7.3839930341 0.0000000000
7.4024920790 0.0000000000
7.4209911239 0.0000000000
7.4394901688 0.0000000000
7.4579892138 0.0000000000
7.4764882587 0.0000000000
7.4949873036 0.0000000000
7.5134863485 0.0000000000
7.5319853935 0.0000000000
7.5504844384 0.0000000000
7.5689834833 0.0000000000
7.5874825282 0.0000000000
7.6059815732 0.0000000000
7.6244806181 0.0000000000
7.6429796630 0.0000000000
7.6614787080 0.0000000000
7.6799777529 0.0000000000
7.6984767978 0.0000000000
7.7169758427 0.0000000000
7.7354748877 0.0000000000
7.7539739326 0.0000000000
7.7724729775 0.0000000000
7.7909720224 0.0000000000
7.8094710674 0.0000000000
7.8279701123 0.0000000000
7.8464691572 0.0000000000
7.8649682021 0.0000000000
7.8834672471 0.0000000000
7.9019662920 0.0000000000
7.9204653369 0.0000000000
7.9389643818 0.0000000000
7.9574634268 0.0000000000
7.9759624717 0.0000000000
7.9944615166 0.0000000000
8.0129605615 0.0000000000
8.0314596065 0.0000000000
8.0499586514 0.0000000000
8.0684576963 0.0000000000
8.0869567412 0.0000000000
8.1054557862 0.0000000000
8.1239548311 0.0000000000
8.1424538760 0.0000000000
8.1609529209 0.0000000000
8.1794519659 0.0000000000
8.1979510108 0.0000000000
8.2164500557 0.0000000000
8.2349491006 0.0000000000
8.2534481456 0.0000000000
8.2719471905 0.0000000000
8.2904462354 0.0000000000
8.3089452804 0.0000000000
8.3274443253 0.0000000000
8.3459433702 0.0000000000
8.3644424151 0.0000000000
8.3829414601 0.0000000000
8.4014405050 0.0000000000
8.4199395499 0.0000000000
8.4384385948 0.0000000000
8.4569376398 0.0000000000
8.4754366847 0.0000000000
8.4939357296 0.0000000000
8.5124347745 0.0000000000
8.5309338195 0.0000000000
8.5494328644 0.0000000000
8.5679319093 0.0000000000
8.5864309542 0.0000000000
8.6049299992 0.0000000000
8.6234290441 0.0000000000
8.6419280890 0.0000000000
8.6604271339 0.0000000000
8.6789261789 0.0000000000
8.6974252238 0.0000000000
8.7159242687 0.0000000000
8.7344233136 0.0000000000
8.7529223586 0.0000000000
8.7714214035 0.0000000000
8.7899204484 0.0000000000
8.8084194933 0.0000000000
8.8269185383 0.0000000000
8.8454175832 0.0000000000
8.8639166281 0.0000000000
8.8824156730 0.0000000000
8.9009147180 0.0000000000
8.9194137629 0.0000000000
8.9379128078 0.0000000000
8.9564118528 0.0000000000
8.9749108977 0.0000000000
8.9934099426 0.0000000000
9.0119089875 0.0000000000
9.0304080325 0.0000000000
9.0489070774 0.0000000000
9.0674061223 0.0000000000
9.0859051672 0.0000000000
9.1044042122 0.0000000000
9.1229032571 0.0000000000
9.1414023020 0.0000000000
9.1599013469 0.0000000000
9.1784003919 0.0000000000
9.1968994368 0.0000000000
9.2153984817 0.0000000000
9.2338975266 0.0000000000
9.2523965716 0.0000000000
9.2708956165 0.0000000000
9.2893946614 0.0000000000
9.3078937063 0.0000000000
9.3263927513 0.0000000000
9.3448917962 0.0000000000
9.3633908411 0.0000000000
9.3818898860 0.0000000000
9.4003889310 0.0000000000
9.4188879759 0.0000000000
9.4373870208 0.0000000000
9.4558860657 0.0000000000
9.4743851107 0.0000000000
9.4928841556 0.0000000000
9.5113832005 0.0000000000
9.5298822454 0.0000000000
9.5483812904 0.0000000000
9.5668803353 0.0000000000
9.5853793802 0.0000000000
9.6038784251 0.0000000000
9.6223774701 0.0000000000
9.6408765150 0.0000000000
9.6593755599 0.0000000000
9.6778746049 0.0000000000
9.6963736498 0.0000000000
9.7148726947 0.0000000000
9.7333717396 0.0000000000
9.7518707846 0.0000000000
9.7703698295 0.0000000000
9.7888688744 0.0000000000
9.8073679193 0.0000000000
9.8258669643 0.0000000000
9.8443660092 0.0000000000
9.8628650541 0.0000000000
9.8813640990 0.0000000000
9.8998631440 0.0000000000
9.9183621889 0.0000000000
9.9368612338 0.0000000000
9.9553602787 0.0000000000
9.9738593237 0.0000000000
9.9923583686 0.0000000000
10.0108574135 0.0000000000
10.0293564584 0.0000000000
10.0478555034 0.0000000000
10.0663545483 0.0000000000
10.0848535932 0.0000000000
10.1033526381 0.0000000000
10.1218516831 0.0000000000
10.1403507280 0.0000000000
10.1588497729 0.0000000000
10.1773488178 0.0000000000
10.1958478628 0.0000000000
10.2143469077 0.0000000000
10.2328459526 0.0000000000
10.2513449975 0.0000000000
10.2698440425 0.0000000000
10.2883430874 0.0000000000
10.3068421323 0.0000000000
10.3253411773 0.0000000000
10.3438402222 0.0000000000
10.3623392671 0.0000000000
10.3808383120 0.0000000000
10.3993373570 0.0000000000
10.4178364019 0.0000000000
10.4363354468 0.0000000000
10.4548344917 0.0000000000
10.4733335367 0.0000000000
10.4918325816 0.0000000000
10.5103316265 0.0000000000
10.5288306714 0.0000000000
10.5473297164 0.0000000000
10.5658287613 0.0000000000
10.5843278062 0.0000000000
10.6028268511 0.0000000000
10.6213258961 0.0000000000
10.6398249410 0.0000000000
10.6583239859 0.0000000000
10.6768230308 0.0000000000
10.6953220758 0.0000000000
10.7138211207 0.0000000000
10.7323201656 0.0000000000
10.7508192105 0.0000000000
10.7693182555 0.0000000000
10.7878173004 0.0000000000
10.8063163453 0.0000000000
10.8248153902 0.0000000000
10.8433144352 0.0000000000
10.8618134801 0.0000000000
10.8803125250 0.0000000000
10.8988115699 0.0000000000
10.9173106149 0.0000000000
10.9358096598 0.0000000000
10.9543087047 0.0000000000
10.9728077497 0.0000000000
10.9913067946 0.0000000000
11.0098058395 0.0000000000
11.0283048844 0.0000000000
11.0468039294 0.0000000000
11.0653029743 0.0000000000
11.0838020192 0.0000000000
11.1023010641 0.0000000000
11.1208001091 0.0000000000
11.1392991540 0.0000000000
11.1577981989 0.0000000000
11.1762972438 0.0000000000
11.1947962888 0.0000000000
11.2132953337 0.0000000000
11.2317943786 0.0000000000
11.2502934235 0.0000000000
11.2687924685 0.0000000000
11.2872915134 0.0000000000
11.3057905583 0.0000000000
11.3242896032 0.0000000000
11.3427886482 0.0000000000
11.3612876931 0.0000000000
11.3797867380 0.0000000000
11.3982857829 0.0000000000
11.4167848279 0.0000000000
11.4352838728 0.0000000000
11.4537829177 0.0000000000
11.4722819626 0.0000000000
11.4907810076 0.0000000000
11.5092800525 0.0000000000
11.5277790974 0.0000000000
11.5462781423 0.0000000000
11.5647771873 0.0000000000
11.5832762322 0.0000000000
11.6017752771 0.0000000000
11.6202743221 0.0000000000
11.6387733670 0.0000000000
11.6572724119 0.0000000000
11.6757714568 0.0000000000
11.6942705018 0.0000000000
11.7127695467 0.0000000000
11.7312685916 0.0000000000
11.7497676365 0.0000000000
11.7682666815 0.0000000000
11.7867657264 0.0000000000
11.8052647713 0.0000000000
11.8237638162 0.0000000000
11.8422628612 0.0000000000
11.8607619061 0.0000000000
11.8792609510 0.0000000000
11.8977599959 0.0000000000
11.9162590409 0.0000000000
11.9347580858 0.0000000000
11.9532571307 0.0000000000
11.9717561756 0.0000000000
11.9902552206 0.0000000000
12.0087542655 0.0000000000
12.0272533104 0.0000000000
12.0457523553 0.0000000000
12.0642514003 0.0000000000
12.0827504452 0.0000000000
12.1012494901 0.0000000000
12.1197485350 0.0000000000
12.1382475800 0.0000000000
12.1567466249 0.0000000000
12.1752456698 0.0000000000
12.1937447147 0.0000000000
12.2122437597 0.0000000000
12.2307428046 0.0000000000
12.2492418495 0.0000000000
12.2677408944 0.0000000000
12.2862399394 0.0000000000
12.3047389843 0.0000000000
12.3232380292 0.0000000000
12.3417370742 0.0000000000
12.3602361191 0.0000000000
12.3787351640 0.0000000000
12.3972342089 0.0000000000
12.4157332539 0.0000000000
12.4342322988 0.0000000000
12.4527313437 0.0000000000
12.4712303886 0.0000000000
12.4897294336 0.0000000000
12.5082284785 0.0000000000
12.5267275234 0.0000000000
12.5452265683 0.0000000000
12.5637256133 0.0000000000
12.5822246582 0.0000000000
12.6007237031 0.0000000000
12.6192227480 0.0000000000
12.6377217930 0.0000000000
12.6562208379 0.0000000000
12.6747198828 0.0000000000
12.6932189277 0.0000000000
12.7117179727 0.0000000000
12.7302170176 0.0000000000
12.7487160625 0.0000000000
12.7672151074 0.0000000000
12.7857141524 0.0000000000
12.8042131973 0.0000000000
12.8227122422 0.0000000000
12.8412112871 0.0000000000
12.8597103321 0.0000000000
12.8782093770 0.0000000000
12.8967084219 0.0000000000
12.9152074668 0.0000000000
12.9337065118 0.0000000000
12.9522055567 0.0000000000
12.9707046016 0.0000000000
12.9892036466 0.0000000000
13.0077026915 0.0000000000
13.0262017364 0.0000000000
13.0447007813 0.0000000000
13.0631998263 0.0000000000
13.0816988712 0.0000000000
13.1001979161 0.0000000000
13.1186969610 0.0000000000
13.1371960060 0.0000000000
13.1556950509 0.0000000000
13.1741940958 0.0000000000
13.1926931407 0.0000000000
13.2111921857 0.0000000000
13.2296912306 0.0000000000
13.2481902755 0.0000000000
13.2666893204 0.0000000000
13.2851883654 0.0000000000
13.3036874103 0.0000000000
13.3221864552 0.0000000000
13.3406855001 0.0000000000
13.3591845451 0.0000000000
13.3776835900 0.0000000000
13.3961826349 0.0000000000
13.4146816798 0.0000000000
13.4331807248 0.0000000000
13.4516797697 0.0000000000
13.4701788146 0.0000000000
13.4886778595 0.0000000000
13.5071769045 0.0000000000
13.5256759494 0.0000000000
13.5441749943 0.0000000000
13.5626740392 0.0000000000
13.5811730842 0.0000000000
13.5996721291 0.0000000000
13.6181711740 0.0000000000
13.6366702190 0.0000000000
13.6551692639 0.0000000000
13.6736683088 0.0000000000
13.6921673537 0.0000000000
13.7106663987 0.0000000000
13.7291654436 0.0000000000
13.7476644885 0.0000000000
13.7661635334 0.0000000000
13.7846625784 0.0000000000
13.8031616233 0.0000000000
13.8216606682 0.0000000000
13.8401597131 0.0000000000
13.8586587581 0.0000000000
13.8771578030 0.0000000000
13.8956568479 0.0000000000
13.9141558928 0.0000000000
13.9326549378 0.0000000000
13.9511539827 0.0000000000
13.9696530276 0.0000000000
13.9881520725 0.0000000000
14.0066511175 0.0000000000
14.0251501624 0.0000000000
14.0436492073 0.0000000000
14.0621482522 0.0000000000
14.0806472972 0.0000000000
14.0991463421 0.0000000000
14.1176453870 0.0000000000
14.1361444319 0.0000000000
14.1546434769 0.0000000000
14.1731425218 0.0000000000
14.1916415667 0.0000000000
14.2101406116 0.0000000000
14.2286396566 0.0000000000
14.2471387015 0.0000000000
14.2656377464 0.0000000000
14.2841367914 0.0000000000
14.3026358363 0.0000000000
14.3211348812 0.0000000000
14.3396339261 0.0000000000
14.3581329711 0.0000000000
14.3766320160 0.0000000000
14.3951310609 0.0000000000
14.4136301058 0.0000000000
14.4321291508 0.0000000000
14.4506281957 0.0000000000
14.4691272406 0.0000000000
14.4876262855 0.0000000000
14.5061253305 0.0000000000
14.5246243754 0.0000000000
14.5431234203 0.0000000000
14.5616224652 0.0000000000
14.5801215102 0.0000000000
14.5986205551 0.0000000000
14.6171196000 0.0000000000
14.6356186449 0.0000000000
14.6541176899 0.0000000000
14.6726167348 0.0000000000
14.6911157797 0.0000000000
14.7096148246 0.0000000000
14.7281138696 0.0000000000
14.7466129145 0.0000000000
14.7651119594 0.0000000000
14.7836110043 0.0000000000
14.8021100493 0.0000000000
14.8206090942 0.0000000000
14.8391081391 0.0000000000
14.8576071840 0.0000000000
14.8761062290 0.0000000000
14.8946052739 0.0000000000
14.9131043188 0.0000000000
14.9316033637 0.0000000000
14.9501024087 0.0000000000
14.9686014536 0.0000000001
14.9871004985 0.0000000002
15.0055995435 0.0000000004
15.0240985884 0.0000000007
15.0425976333 0.0000000014
15.0610966782 0.0000000026
15.0795957232 0.0000000050
15.0980947681 0.0000000092
15.1165938130 0.0000000170
15.1350928579 0.0000000311
15.1535919029 0.0000000563
15.1720909478 0.0000001010
15.1905899927 0.0000001795
15.2090890376 0.0000003160
15.2275880826 0.0000005514
15.2460871275 0.0000009531
15.2645861724 0.0000016324
15.2830852173 0.0000027702
15.3015842623 0.0000046580
15.3200833072 0.0000077603
15.3385823521 0.0000128103
15.3570813970 0.0000209524
15.3755804420 0.0000339552
15.3940794869 0.0000545225
15.4125785318 0.0000867445
15.4310775767 0.0001367430
15.4495766217 0.0002135822
15.4680756666 0.0003305384
15.4865747115 0.0005068458
15.5050737564 0.0007700639
15.5235728014 0.0011592435
15.5420718463 0.0017290981
15.5605708912 0.0025554165
15.5790699361 0.0037419748
15.5975689811 0.0054292163
15.6160680260 0.0078049583
15.6345670709 0.0111173484
15.6530661159 0.0156902205
15.6715651608 0.0219408832
15.6900642057 0.0304001983
15.7085632506 0.0417345755
15.7270622956 0.0567692137
15.7455613405 0.0765115630
15.7640603854 0.1021735789
15.7825594303 0.1351909110
15.8010584753 0.1772367427
15.8195575202 0.2302276179
15.8380565651 0.2963183136
15.8565556100 0.3778826895
15.8750546550 0.4774775424
15.8935536999 0.5977868623
15.9120527448 0.7415445759
15.9305517897 0.9114348995
15.9490508347 1.1099708031
15.9675498796 1.3393527688
15.9860489245 1.6013119375
16.0045479694 1.8969437464
16.0230470144 2.2265401165
16.0415460593 2.5894299655
16.0600451042 2.9838390820
16.0785441491 3.4067810284
16.0970431941 3.8539905476
16.1155422390 4.3199098318
16.1340412839 4.7977359109
16.1525403288 5.2795343869
16.1710393738 5.7564208989
16.1895384187 6.2188073042
16.2080374636 6.6567049013
16.2265365085 7.0600724877
16.2450355535 7.4191930298
16.2635345984 7.7250596138
16.2820336433 7.9697494783
16.3005326883 8.1467645340
16.3190317332 8.2513179733
16.3375307781 8.2805493339
16.3560298230 8.2336545320
16.3745288680 8.1119226124
16.3930279129 7.9186768747
16.4115269578 7.6591241254
16.4300260027 7.3401216013
16.4485250477 6.9698761252
16.4670240926 6.5575939030
16.4855231375 6.1131017823
16.5040221824 5.6464616133
16.5225212274 5.1675986036
16.5410202723 4.6859623740
16.5595193172 4.2102360708
16.5780183621 3.7481047204
16.5965174071 3.3060894128
16.6150164520 2.8894492711
16.6335154969 2.5021488667
16.6520145418 2.1468850727
16.6705135868 1.8251645216
16.6890126317 1.5374209637
16.7075116766 1.2831609242
16.7260107215 1.0611260748
16.7445097665 0.8694615231
16.7630088114 0.7058806146
16.7815078563 0.5678186257
16.8000069012 0.4525697163
16.8185059462 0.3574035038
16.8370049911 0.2796594928
16.8555040360 0.2168192074
16.8740030809 0.1665571759
16.8925021259 0.1267728737
16.9110011708 0.0956063401
16.9295002157 0.0714404866
16.9479992607 0.0528931518
16.9664983056 0.0388017936
16.9849973505 0.0282033986
17.0034963954 0.0203117975
17.0219954404 0.0144941422
17.0404944853 0.0102478768
17.0589935302 0.0071791409
17.0774925751 0.0049831990
17.0959916201 0.0034272133
17.1144906650 0.0023354532
17.1329897099 0.0015768787
17.1514887548 0.0010549272
17.1699877998 0.0006992682
17.1884868447 0.0004592636
17.2069858896 0.0002988665
17.2254849345 0.0001927035
17.2439839795 0.0001231115
17.2624830244 0.0000779300
17.2809820693 0.0000488773
17.2994811142 0.0000303744
17.3179801592 0.0000187027
17.3364792041 0.0000114103
17.3549782490 0.0000068974
17.3734772939 0.0000041312
17.3919763389 0.0000024516
17.4104753838 0.0000014416
17.4289744287 0.0000008399
17.4474734736 0.0000004848
17.4659725186 0.0000002773
17.4844715635 0.0000001572
17.5029706084 0.0000000882
17.5214696533 0.0000000491
17.5399686983 0.0000000271
17.5584677432 0.0000000148
17.5769667881 0.0000000080
17.5954658330 0.0000000043
17.6139648780 0.0000000023
